product_id,product_name,product_type,subtype,material,color,capacity_value,capacity_unit,mouth_size_mm,size_text,closure_type,accessory,shape,feature,brand,use_category,material_family,keywords,confidence,attribute_confidence,extraction_method,rules_version,attribute_evidence
5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,accesorio,,PLASTICO,BLANCO,40.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""BLANCO"", ""40GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""40GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,accesorio,,PLASTICO,BLANCO,60.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""BLANCO"", ""60GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""60GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,accesorio,,PLASTICO,BLANCO,90.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""BLANCO"", ""90GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""90GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,accesorio,,PLASTICO,BLANCO,120.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""BLANCO"", ""120GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""120GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5029,PASTILLERO PLASTICO NEGRO 40GR CON TAPA,accesorio,,PLASTICO,NEGRO,40.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""NEGRO"", ""40GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NEGRO"", ""capacity"": ""40GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5030,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,accesorio,,PLASTICO,NEGRO,60.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""NEGRO"", ""60GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NEGRO"", ""capacity"": ""60GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5031,PASTILLERO PLASTICO NEGRO 90GR CON TAPA,accesorio,,PLASTICO,NEGRO,90.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""NEGRO"", ""90GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NEGRO"", ""capacity"": ""90GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5032,PASTILLERO PLASTICO NEGRO 120GR CON TAPA,accesorio,,PLASTICO,NEGRO,120.0,GR,,,,tapa,,,,general,PLASTICO,"[""PASTILLERO"", ""PLASTICO"", ""NEGRO"", ""120GR"", ""TAPA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NEGRO"", ""capacity"": ""120GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5033,FRASCO PLASTICO NATURAL 30ML CON TAPON Y TAPA N28,frasco,,PLASTICO,NATURAL,30.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""NATURAL"", ""30ML"", ""TAPON"", ""TAPA"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""30ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5034,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28,frasco,,PLASTICO,NATURAL,120.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""NATURAL"", ""120ML"", ""TAPON"", ""TAPA"", ""B"", ""28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""120ML"", ""mouth_size"": ""B 28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5035,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM,frasco,,PLASTICO,NATURAL,250.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""NATURAL"", ""250ML"", ""TAPON"", ""TAPA"", ""B28MM""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""250ML"", ""mouth_size"": ""B28MM"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5036,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,frasco,,PLASTICO,NATURAL,500.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""NATURAL"", ""500ML"", ""TAPON"", ""TAPA"", ""B28MM""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""500ML"", ""mouth_size"": ""B28MM"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5037,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,frasco,,PLASTICO,NATURAL,1.0,L,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""NATURAL"", ""1LT"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""1LT"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5038,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,frasco,,PLASTICO,AMBAR,60.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""AMBAR"", ""60ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""AMBAR"", ""capacity"": ""60ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5039,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,frasco,,PLASTICO,AMBAR,120.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""AMBAR"", ""120ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""AMBAR"", ""capacity"": ""120ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5040,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,frasco,,PLASTICO,AMBAR,250.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""AMBAR"", ""250ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""AMBAR"", ""capacity"": ""250ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5041,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,frasco,,PLASTICO,AMBAR,500.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""AMBAR"", ""500ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""AMBAR"", ""capacity"": ""500ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5042,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,frasco,,PLASTICO,AMBAR,1.0,L,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""AMBAR"", ""1LT"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""AMBAR"", ""capacity"": ""1LT"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5043,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,frasco,,PLASTICO,BLANCO,30.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""BLANCO"", ""30ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""30ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5044,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,frasco,,PLASTICO,BLANCO,60.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""BLANCO"", ""60ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""60ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5045,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,frasco,,PLASTICO,BLANCO,120.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""BLANCO"", ""120ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""120ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5046,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28,frasco,,PLASTICO,BLANCO,250.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""BLANCO"", ""250ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""250ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5047,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28,frasco,,PLASTICO,BLANCO,500.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""BLANCO"", ""500ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""500ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5048,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28,frasco,,PLASTICO,BLANCO,1.0,L,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""BLANCO"", ""1LT"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""1LT"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,cremero,cremero,,NEGRO,30.0,GR,,,,laina|tapa,,importado,,cosmetica,,"[""POTE"", ""CREMERO"", ""DOBLE"", ""FONDO"", ""NEGRO"", ""IMPORTADO"", ""30GR"", ""TAPA""]",0.91,"{""product_type"": 0.94, ""subtype"": 0.95, ""accessory"": 0.9, ""feature"": 0.8, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.89}",deterministic_rules,2026-06-11,"{""product_type"": ""CREMERO,VASELINERO"", ""subtype"": ""CREMERO"", ""accessory"": ""LAINA|TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": """", ""color"": ""NEGRO"", ""capacity"": ""30GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""RIMEL,LIPSTICK,CREMERO,COSMET,BULLET,AIRLESS"", ""brand"": """"}"
5050,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,cremero,cremero,,NEGRO,60.0,ML,,,,,,importado,,cosmetica,,"[""POTE"", ""CREMERO"", ""DOBLE"", ""FONDO"", ""NEGRO"", ""IMPORTADO"", ""60ML""]",0.9117,"{""product_type"": 0.94, ""subtype"": 0.95, ""feature"": 0.8, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.89}",deterministic_rules,2026-06-11,"{""product_type"": ""CREMERO,VASELINERO"", ""subtype"": ""CREMERO"", ""accessory"": """", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": """", ""color"": ""NEGRO"", ""capacity"": ""60ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""RIMEL,LIPSTICK,CREMERO,COSMET,BULLET,AIRLESS"", ""brand"": """"}"
5051,TAPA DE PLASTICO ROSCA,tapa,rosca,PLASTICO,,,,,,rosca,tapa,,,,general,PLASTICO,"[""TAPA"", ""PLASTICO"", ""ROSCA""]",0.844,"{""product_type"": 0.9, ""subtype"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TAPA,TAPON,VALVULA,DISPENSADOR,ATOMIZADOR"", ""subtype"": ""ROSCA"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5052,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,frasco,,VIDRIO,AMBAR,250.0,ML,,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""250ML"", ""HOMBRO"", ""CAIDO"", ""TAPA"", ""TAPON""]",0.91,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""250ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5053,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA,frasco,rosca,PLASTICO,AMBAR,125.0,ML,,,rosca,tapa,,importado,,empaque_envase,PLASTICO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""IMPORTADO"", ""125ML"", ""TAPA"", ""PLASTICO"", ""ROSCA""]",0.895,"{""product_type"": 0.93, ""subtype"": 0.9, ""accessory"": 0.88, ""feature"": 0.8, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": ""ROSCA"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": ""PLASTICO"", ""color"": ""AMBAR"", ""capacity"": ""125ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5054,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,frasco,,PLASTICO,NATURAL,60.0,ML,28.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""NATURAL"", ""60ML"", ""TAPA"", ""TAPON"", ""B"", ""28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""60ML"", ""mouth_size"": ""B 28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5055,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL,frasco,dispensador,VIDRIO,AMBAR,250.0,ML,,,dispensador,tapa,,importado,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""IMPORTADO"", ""250ML"", ""TAPA"", ""DISPENSADOR"", ""GEL""]",0.9012,"{""product_type"": 0.93, ""subtype"": 0.95, ""accessory"": 0.88, ""feature"": 0.8, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": ""DISPENSADOR,DISPENSADORA"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""250ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5056,PASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca,accesorio,rosca,PVC,,80.0,GR,,,rosca,,,,,general,PVC,"[""PASTILLERO"", ""PVC"", ""CRISTAL"", ""N"", ""4"", ""80GR"", ""T"", ""ROSCA""]",0.858,"{""product_type"": 0.9, ""subtype"": 0.9, ""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": ""ROSCA"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PVC"", ""color"": """", ""capacity"": ""80GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
